,Código pai,Código,Descrição,Unidade,Coeficiente,Preço,Total
24540,C1355,I1730,"PREGO 18X30 (2.3/4"" X 10) (APROXIMADAMENTE 187UN/KG)",KG,2.11,14.04,29.624399999999998
24541,C1355,I1732,"PREGO 22X48 (4.1/4"" x 5) (APROXIMADAMENTE 48UN/KG)",KG,0.53,14.04,7.4412
24542,C1355,I1916,"TABUA DE 1"" DE 3A. - L = 30cm",M,9.45,10.01,94.5945
24543,C2886,C2886,MONTAGEM DE TAMPA PRÉ-MOLDADA P/DECANTO/FILTRO/FUNDO FALSO,MOLDADA P/DECANTO/FILTRO/FUNDO FALSO ,,,
24544,C2886,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.2,129.14623602666666,25.829247205333335
24545,C2886,I2391,PEDREIRO,H,0.2,23.17,4.634
24546,C2886,I2543,SERVENTE,H,0.2,17.14,3.4280000000000004
24547,C0170,C0170,-,-,0.016,525.64,8.41024
24548,C1354,C1354,EXAUSTOR ELETROMECÂNICO INDUSTRIAL D= 400MM, UN,,,
24549,C1354,I0042,AJUDANTE DE ELETRICISTA,H,0.8,18.63,14.904000000000002
24550,C1354,I2312,ELETRICISTA,H,0.8,23.17,18.536
24551,C1354,I1144,EXAUSTOR ELETROMECANICO INDUST. D=400MM,UN,1,1606.7,1606.7
24552,C2883,C2883,MONTAGEM DE CALHA VERTEDOURA PRÉ-MOLDADA P/FILTRO ANAERÓBIO,MOLDADA P/FILTRO ANAERÓBIO ,,,
24553,C2883,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.12,129.14623602666666,15.4975483232
24554,C2883,I2391,PEDREIRO,H,0.12,23.17,2.7803999999999998
24555,C2883,I2543,SERVENTE,H,0.12,17.14,2.0568
24556,C0170,C0170,-,-,0.01,525.64,5.2564
24557,C1357,C1357,"EXTINTOR DE ÁGUA, PRESSURIZADA CAPACIDADE 10L", UN,,,
24558,C1357,I2320,ENCANADOR,H,0.5,22.72,11.36
24559,C1357,I1146,"EXTINTOR DE ÁGUA PRESSURIZADA, CAPACIDADE 10L",UN,1,214.37,214.37
24560,C1357,I1566,PARAFUSO - 8MM COM BUCHA PLASTICA,UN,2,0.72,1.44
24561,C2884,C2884,MONTAGEM DE CÂMARA DE DECANTAÇÃO PRÉ-MOLDADA,MOLDADA ,,,
24562,C2884,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,1.5,129.14623602666666,193.71935404
24563,C2884,I2391,PEDREIRO,H,2,23.17,46.34
24564,C2884,I2543,SERVENTE,H,2,17.14,34.28
24565,C0170,C0170,-,-,0.04,525.64,21.0256
24566,C1351,C1351,"CONJUNTO PARA QUADRA DE VOLEI OFICIAL COM POSTES EM TUBO DE ACO GALVANIZADO 3"", H = *255* CM, PINTURA EM TINTA ESMALTE SINTETICO, REDE DE NYLON COM 2 MM, MALHA 10 X 10 CM E ANTENAS OFICIAIS", CJ,,,
24567,C1351,I1140,"REDE PARA PARA QUADRA DE  VOLEI COMPLETA, COM POSTES EM TUBO DE ACO GALVANIZADO 3"", H = *255* CM, PINTURA EM TINTA ESMALTE SINTETICO, REDE DE NYLON COM 2 MM, MALHA 10 X 10 CM E ANTENAS OFICIAIS EM FIBRA DE VIDRO
",CJ,1,2128.73,2128.73
24568,C2881,C2881,"MONTAGEM DE ANEL PRÉ-MOLDADO D=0,60m, h=0,50m","MOLDADO D=0,60m, h=0,50m ",,,
24569,C2881,I2391,PEDREIRO,H,0.15,23.17,3.4755
24570,C2881,I2543,SERVENTE,H,0.15,17.14,2.5709999999999997
24571,C0170,C0170,-,-,0.005,525.64,2.6282
24572,C1350,C1350,"ESTRUTURA METÁLICA EM RODÍZIOS, COM TABELAS DE BASQUETE EM COMPENSADO NAVAL, MODELO OFICIAL, 1,05X1,80M, ESP. 18MM", CJ,,,
24573,C1350,I1879,SOLDADOR,H,3,23.83,71.49
24574,C1350,I2543,SERVENTE,H,1.25,17.14,21.425
24575,C1350,I1215,GANCHO COM PORCA E ARRUELA,UN,8,1.82,14.56
24576,C1350,I1833,RODÍZIO GIRATÓRIO PARA TABELA DE BASQUETE,UN,8,45.41,363.28
24577,C1350,I1873,SOLDA 70X30,KG,1.85,72.04,133.274
24578,C1350,I1911,"TABELAS DE BASQUETE, INCLUSIVE COMPENSADO NAVAL, MODELO OFICIAL, 1,05X1,80M, ESP. 18MM, SEM ESTRUTURA DE FIXAÇÃO",CJ,2,1260.88,2521.76
24579,C1350,I2171,TUBO AÇO GALVANIZADO DE 50MM (2'),M,79,71.02,5610.58
24580,C2882,C2882,MONTAGEM DE ANEL PRÉ-MOLDADO P/DECANTO DIGESTOR/FILTRO ANAERÓBIO,MOLDADO P/DECANTO DIGESTOR/FILTRO ANAERÓBIO ,,,
24581,C2882,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.25,129.14623602666666,32.286559006666664
24582,C2882,I2391,PEDREIRO,H,0.25,23.17,5.7925
24583,C2882,I2543,SERVENTE,H,0.25,17.14,4.285
24584,C0170,C0170,-,-,0.016,525.64,8.41024
24585,C1353,C1353,"ESTRUTURA METÁLICA TRELIÇADA EM AÇO, EM MARQUISES", M2,,,
24586,C1353,I1530,MONTADOR,H,2.75,23.17,63.7175
24587,C1353,I2543,SERVENTE,H,2.75,17.14,47.135
24588,C1353,I0824,COMPONENTES ESTRUTURAIS DE ACO,KG,14.8,7.39,109.372
24589,C2880,C2880,MEDIÇÃO DE PRESSÃO E VAZÃO, UN,,,
24590,C2880,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,4,78.8208345,315.283338
24591,C2880,I0150,AUX. DE OPERAÇÃO INIC. CAGECE,H,3.666,23.6,86.5176
24592,C2880,I2435,TECNICO INDUSTRIAL INIC. CAGECE,H,2.416,40.19,97.09904
24593,C2880,I2469,"VÁLVULA DE DERIVAÇÃO DE 1""",UN,1,404.62,404.62
24594,C1352,C1352,"ESTRUTURA METÁLICA EM TUBO DE AÇO 150mm, INCLUS. PINTURA", M,,,
24595,C1352,I0749,MÁQUINA DE SOLDA (CHP),H,1.35,0.06103722,0.08240024700000001
24596,C1352,I0045,AJUDANTE DE PINTOR,H,1.75,18.63,32.6025
24597,C1352,I0046,AJUDANTE DE SERRALHEIRO,H,2.5,18.63,46.575
24598,C1352,I1530,MONTADOR,H,3.5,23.17,81.095
24599,C1352,I0532,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",M2,0.0225,268.28,6.0363
24600,C1352,I1061,ELETRODOS,KG,1.35,18.19,24.556500000000003
24601,C1352,I1100,ESMALTE SINTETICO,L,0.25,24.99,6.2475
24602,C1352,I1200,FUNDO OXIDO DE FERRO,L,0.15,23.94,3.5909999999999997
24603,C1352,I1581,PARAFUSO FRANCES 1/2''X9'' COM 2 PORCAS,UN,6,5.87,35.22
24604,C1352,I2165,TUBO AÇO GALVANIZADO DE 150MM (6'),M,1.2,265.24,318.288
24605,C1359,C1359,EXTINTOR DE GÁS CARBÔNICO OU PÓ QUÍMICO DE 4 OU 6KG, UN,,,
24606,C1359,I0043,AJUDANTE DE ENCANADOR,H,0.4,18.63,7.452000000000001
24607,C1359,I2320,ENCANADOR,H,0.4,22.72,9.088000000000001
24608,C1359,I1145,EXTINTOR CO2 DE 6 KG,UN,1,641.66,641.66
24609,C1359,I1566,PARAFUSO - 8MM COM BUCHA PLASTICA,UN,2,0.72,1.44
24610,C2889,C2889,NIVELAMENTO DE TAMPÃO EM POÇO DE VISITA, UN,,,
24611,C2889,I0700,CAMINHONETE SAVEIRO (CHP),H,1,77.17543861666667,77.17543861666667
24612,C2889,I2391,PEDREIRO,H,2,23.17,46.34
24613,C2889,I2543,SERVENTE,H,2,17.14,34.28
24614,C0076,C0076,-,-,0.2,127.10600000000001,25.421200000000002
24615,C0170,C0170,-,-,0.0317,525.64,16.662788
24616,C2947,C2947,-,-,1,13.315145,13.315145
24617,C2887,C2887,"MURO EM ALVENARIA C/FUNDAÇÃO, REBOCO 2 FACES, ALTURA ÚTIL 1.80M", M,,,
24618,C0058,C0058,-,-,0.16,478.479,76.55664
24619,C0073,C0073,-,-,1.8,63.9981,115.19658000000001
24620,C0077,C0077,-,-,0.2,224.65675,44.93135
24621,C0216,C0216,-,-,0.92,14.469999999999999,13.3124
24622,C0218,C0218,-,-,0.26,13.067,3.39742
24623,C0776,C0776,-,-,3.8,6.66055,25.31009
24624,C0840,C0840,-,-,0.017,406.582822594304,6.911907984103168
24625,C1400,C1400,-,-,0.36,71.73,25.8228
24626,C2122,C2122,-,-,3.8,24.053250000000002,91.40235
24627,C2784,C2784,-,-,0.16,45.421,7.26736
24628,C2888,C2888,NIVELAMENTO DE TAMPÃO DO TIL/TERMINAL DE LIMPEZA, UN,,,
24629,C2888,I0700,CAMINHONETE SAVEIRO (CHP),H,0.4,77.17543861666667,30.87017544666667
24630,C2888,I2391,PEDREIRO,H,1.2,23.17,27.804
24631,C2888,I2543,SERVENTE,H,1.2,17.14,20.567999999999998
24632,C2888,I2459,TUBO PVC RÍGIDO LEVES DN 150,M,0.2,37.17,7.434
24633,C0840,C0840,-,-,0.0124,406.582822594304,5.0416270001693695
24634,C2947,C2947,-,-,1,13.315145,13.315145
24635,C1360,C1360,FECHADURA COMPLETA PARA PORTA EXTERNA, UN,,,
24636,C1360,I0041,AJUDANTE DE CARPINTEIRO,H,2,18.63,37.26
24637,C1360,I0498,CARPINTEIRO,H,2,23.17,46.34
24638,C1360,I1154,FECHADURA COMPLETA PARA PORTA EXTERNA,UN,1,52.5,52.5
24639,C1386,C1386,FIXO DE VIDRO TEMPERADO C/BANDEIRA (0.90X3.50)m  E=10mm, CJ,,,
24640,C1386,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,2.6,47.3,122.98
24641,C1386,I1896,SUPORTE DE CANTO (1302),UN,5.2,20.43,106.236
24642,C1386,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24643,C1386,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,4.095,330.99,1355.4040499999999
24644,C1385,C1385,FIXO 3 FOLHAS E BASCULANTES 2 FOLHAS DE VIDRO TEMPERADO (0.70X2.10)m  E=10mm, CJ,,,
24645,C1385,I0269,BOTÃO DE CORREÇÃO (1002),UN,2.6,5.97,15.522
24646,C1385,I0299,BUCHA PARA PIVOTANTE DE DOBRADICA REF. 1201,UN,2.6,6.8,17.68
24647,C1385,I0863,CORRENTE PARA BASCULANTE (1003),M,3.9,21.4,83.46
24648,C1385,I1035,DOBRADIÇA PARA BASCULANTE (1123),UN,5.2,15.34,79.768
24649,C1385,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,2.6,47.3,122.98
24650,C1385,I1896,SUPORTE DE CANTO (1302),UN,7.8,20.43,159.35399999999998
24651,C1385,I1906,SUPORTE PARA DOBRADIÇA BASCULANTE (1230),UN,2.6,28.22,73.372
24652,C1385,I1909,SUPORTE PARA UNIÃO DE 3 VIDROS COM BATENTE (1315),UN,2.6,55.16,143.416
24653,C1385,I2159,TRINCO COM MOLA PARA BASCULANTE (1523),UN,2.6,26.9,69.94
24654,C1385,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,7.371,330.99,2439.7272900000003
24655,C1384,C1384,FIXO 3 FOLHAS 3 BANDEIRAS E 2 CONTRAVENTAMENTO DE VIDRO TEMPERADO (2.70 X3.50)m  E=10mm, CJ,,,
24656,C1384,I0269,BOTÃO DE CORREÇÃO (1002),UN,2.6,5.97,15.522
24657,C1384,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,5.2,47.3,245.96
24658,C1384,I1894,SUPORTE COM MIOLO PARA 3 VIDROS (1308),UN,2.6,54.57,141.882
24659,C1384,I1896,SUPORTE DE CANTO (1302),UN,7.8,20.43,159.35399999999998
24660,C1384,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24661,C1384,I1907,SUPORTE PARA FIXAÇÃO DE 4 VIDROS (1317),UN,2.6,72.54,188.604
24662,C1384,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,13.507,330.99,4470.68193
24663,C1383,C1383,FIXO 2 FOLHAS. 2  BANDEIRAS E 1 CONTRAVENTAMENTO DE VIDRO TEMPERADO (1.80 X 3.50)m  E=10mm, CJ,,,
24664,C1383,I0269,BOTÃO DE CORREÇÃO (1002),UN,1.3,5.97,7.761
24665,C1383,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,3.9,47.3,184.47
24666,C1383,I1894,SUPORTE COM MIOLO PARA 3 VIDROS (1308),UN,1.3,54.57,70.941
24667,C1383,I1896,SUPORTE DE CANTO (1302),UN,6.5,20.43,132.795
24668,C1383,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24669,C1383,I1907,SUPORTE PARA FIXAÇÃO DE 4 VIDROS (1317),UN,1.3,72.54,94.302
24670,C1383,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,8.736,330.99,2891.52864
24671,C1389,C1389,FIXO DE VIDRO TEMPERADO 3 FOLHAS (2.70X2.10)m  E=10mm, CJ,,,
24672,C1389,I0269,BOTÃO DE CORREÇÃO (1002),UN,2.6,5.97,15.522
24673,C1389,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,5.2,47.3,245.96
24674,C1389,I1896,SUPORTE DE CANTO (1302),UN,5.2,20.43,106.236
24675,C1389,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24676,C1389,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,7.371,330.99,2439.7272900000003
24677,C1388,C1388,FIXO DE VIDRO TEMPERADO 2 FOLHAS (1.80X2.10)m  E=10mm, CJ,,,
24678,C1388,I0269,BOTÃO DE CORREÇÃO (1002),UN,1.3,5.97,7.761
24679,C1388,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,2.6,47.3,122.98
24680,C1388,I1896,SUPORTE DE CANTO (1302),UN,5.2,20.43,106.236
24681,C1388,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24682,C1388,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,4.914,330.99,1626.4848599999998
24683,C1387,C1387,FIXO DE VIDRO TEMPERADO 1 FOLHA   (0.90X2.10)m  E=10mm, CJ,,,
24684,C1387,I1896,SUPORTE DE CANTO (1302),UN,5.2,20.43,106.236
24685,C1387,I1897,SUPORTE DE CENTRO (1329),UN,2.6,20.43,53.118
24686,C1387,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,2.457,330.99,813.2424299999999
24687,C1392,C1392,"FLANGE SEXTAVADA EM AÇO GALV. D=32mm (1"")  À  50mm (2"")", UN,,,
24688,C1392,I2320,ENCANADOR,H,0.35,22.72,7.951999999999999
24689,C1392,I2543,SERVENTE,H,0.35,17.14,5.999
24690,C1392,I1188,FLANGE C/SEXTAVADO AÇO GALVANIZADO 1 1/4'',UN,1,31.7,31.7
24691,C1393,C1393,"FLANGE SEXTAVADA EM AÇO GALV. D=100mm (4"")", UN,,,
24692,C1393,I2320,ENCANADOR,H,0.5,22.72,11.36
24693,C1393,I2543,SERVENTE,H,0.5,17.14,8.57
24694,C1393,I1191,FLANGE C/SEXTAVADO AÇO GALVANIZADO 4'',UN,1,148.79,148.79
24695,C1390,C1390,FIXO E BASCULANTE DE VIDRO TEMPERADO  (0.90X2.10)m  E=10mm, CJ,,,
24696,C1390,I0299,BUCHA PARA PIVOTANTE DE DOBRADICA REF. 1201,UN,2.6,6.8,17.68
24697,C1390,I0863,CORRENTE PARA BASCULANTE (1003),M,1.95,21.4,41.73
24698,C1390,I1035,DOBRADIÇA PARA BASCULANTE (1123),UN,2.6,15.34,39.884
24699,C1390,I1896,SUPORTE DE CANTO (1302),UN,5.2,20.43,106.236
24700,C1390,I2159,TRINCO COM MOLA PARA BASCULANTE (1523),UN,1.3,26.9,34.97
24701,C1390,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,2.457,330.99,813.2424299999999
24702,C1391,C1391,FLANELÓGRAFO EM MONTANTE DE MADEIRA, M2,,,
24703,C1391,I0041,AJUDANTE DE CARPINTEIRO,H,1.25,18.63,23.2875
24704,C1391,I0498,CARPINTEIRO,H,1.75,23.17,40.5475
24705,C1391,I1530,MONTADOR,H,1.5,23.17,34.755
24706,C1391,I0541,"CHAPA MADEIRA MINERALIZADA, TIPO CELOTEX",M2,1.02,57.36,58.507200000000005
24707,C1391,I1506,MANTA EM FELTRO P/ REVESTIMENTO,M2,1.5,16.77,25.155
24708,C1391,I2367,"LINHA DE MADEIRA DE LEI DE 6""x3""",M,2.75,26.78,73.645
24709,C1373,C1373,FIO ISOLADO PVC P/750V 1MM2, M,,,
24710,C1373,I0042,AJUDANTE DE ELETRICISTA,H,0.09,18.63,1.6766999999999999
24711,C1373,I2312,ELETRICISTA,H,0.09,23.17,2.0852999999999997
24712,C1373,I1169,FIO ISOLADO EM PVC 1.00MM2 - 750V,M,1.02,0.7,0.714
24713,C1372,C1372,FIO ISOLADO PVC P/750V 10MM2, M,,,
24714,C1372,I0042,AJUDANTE DE ELETRICISTA,H,0.14,18.63,2.6082
24715,C1372,I2312,ELETRICISTA,H,0.14,23.17,3.2438000000000002
24716,C1372,I1171,FIO ISOLADO EM PVC 10.0 MM2 - 750V,M,1.02,5.25,5.355
24717,C1375,C1375,FIO ISOLADO PVC P/750V 4MM2, M,,,
24718,C1375,I0042,AJUDANTE DE ELETRICISTA,H,0.12,18.63,2.2356
24719,C1375,I2312,ELETRICISTA,H,0.12,23.17,2.7803999999999998
24720,C1375,I1173,FIO ISOLADO EM PVC 4.00MM2 - 750V,M,1.02,2.32,2.3664
24721,C1374,C1374,FIO ISOLADO PVC P/750V 2.5 MM2, M,,,
24722,C1374,I0042,AJUDANTE DE ELETRICISTA,H,0.11,18.63,2.0493
24723,C1374,I2312,ELETRICISTA,H,0.11,23.17,2.5487
24724,C1374,I1172,FIO ISOLADO EM PVC 2.50MM2 - 750V,M,1.02,1.36,1.3872
24725,C1377,C1377,"FIO PARALELO ISOLADO, ( 2 X 0,75 )MM2", M,,,
24726,C1377,I0042,AJUDANTE DE ELETRICISTA,H,0.07,18.63,1.3041
24727,C1377,I2312,ELETRICISTA,H,0.07,23.17,1.6219000000000001
24728,C1377,I1175,"FIO PARALELO ISOLADO, ( 2 X 0,75 )MM2",M,1.05,1.14,1.197
24729,C1376,C1376,FIO ISOLADO PVC P/750V 6MM2, M,,,
24730,C1376,I0042,AJUDANTE DE ELETRICISTA,H,0.13,18.63,2.4219
24731,C1376,I2312,ELETRICISTA,H,0.13,23.17,3.0121
24732,C1376,I1174,FIO ISOLADO EM PVC 6.00MM2 - 750V,M,1.02,3.21,3.2742
24733,C1379,C1379,"FIO PARALELO ISOLADO, ( 2 X 1,50 )MM2", M,,,
24734,C1379,I0042,AJUDANTE DE ELETRICISTA,H,0.15,18.63,2.7944999999999998
24735,C1379,I2312,ELETRICISTA,H,0.15,23.17,3.4755
24736,C1379,I1177,"FIO PARALELO ISOLADO, ( 2 X 1,50 )MM2",M,1.05,1.74,1.8270000000000002
24737,C1378,C1378,"FIO PARALELO ISOLADO, ( 2 X 1,00 )MM2", M,,,
24738,C1378,I0042,AJUDANTE DE ELETRICISTA,H,0.1,18.63,1.8630000000000002
24739,C1378,I2312,ELETRICISTA,H,0.1,23.17,2.317
24740,C1378,I1176,"FIO PARALELO ISOLADO, ( 2 X 1,00 )MM2",M,1.05,1.32,1.3860000000000001
24741,C1380,C1380,FIXAÇÃO DE TELHAS CANALETE 90-(LINHA DE FIXAÇÃO),(LINHA DE FIXAÇÃO) ,,,
24742,C1380,I0047,AJUDANTE DE TELHADISTA,H,0.6,18.63,11.177999999999999
24743,C1380,I2070,TELHADISTA,H,0.6,23.17,13.902
24744,C1380,I1895,SUPORTE DE ABAS SIMPLES (CANELETE 90),UN,2,19.16,38.32
24745,C1380,I2103,TIRANTE DE CONTRA VENTAMENTO P/TELHAS ESTRUT.,UN,4,34.75,139
24746,C1381,C1381,FIXAÇÃO DE TELHAS KALHETÃO (LINHA DE FIXAÇÃO), UN,,,
24747,C1381,I0047,AJUDANTE DE TELHADISTA,H,0.5,18.63,9.315
24748,C1381,I2070,TELHADISTA,H,0.5,23.17,11.585
24749,C1381,I2102,TIRANTE COMPLETO (KALHETAO),UN,3,34.13,102.39
24750,C1382,C1382,FIXO 2 FOLHAS E BASCULANTE DE VIDRO TEMPERADO (1.80X2.10)m  E=10mm, CJ,,,
24751,C1382,I0269,BOTÃO DE CORREÇÃO (1002),UN,1.3,5.97,7.761
24752,C1382,I0299,BUCHA PARA PIVOTANTE DE DOBRADICA REF. 1201,UN,1.3,6.8,8.84
24753,C1382,I0863,CORRENTE PARA BASCULANTE (1003),M,1.95,21.4,41.73
24754,C1382,I1035,DOBRADIÇA PARA BASCULANTE (1123),UN,2.6,15.34,39.884
24755,C1382,I1893,SUPORTE COM MIOLO PARA 2 VIDROS (1306),UN,1.3,47.3,61.49
24756,C1382,I1896,SUPORTE DE CANTO (1302),UN,6.5,20.43,132.795
24757,C1382,I1906,SUPORTE PARA DOBRADIÇA BASCULANTE (1230),UN,1.3,28.22,36.686
24758,C1382,I1909,SUPORTE PARA UNIÃO DE 3 VIDROS COM BATENTE (1315),UN,1.3,55.16,71.708
24759,C1382,I2159,TRINCO COM MOLA PARA BASCULANTE (1523),UN,1.3,26.9,34.97
24760,C1382,I2258,VIDRO TEMPERADO 10MM INCOLOR SEM COLOCAÇÃO,M2,4.914,330.99,1626.4848599999998
24761,C2807,C2807,"ESGOTAMENTO COM CUNJUNTO MOTO-BOMBA DE 20m3/h, H=10m.c.a","BOMBA DE 20m3/h, H=10m.c.a ",,,
24762,C2807,I0686,BOMBA SUBMERSÍVEL ABS (CHP),H,1,1.4133684,1.4133684
24763,C2807,I2320,ENCANADOR,H,0.1,22.72,2.2720000000000002
24764,C2807,I2543,SERVENTE,H,0.1,17.14,1.7140000000000002
24765,C2800,C2800,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 3.00M, M2,,,
24766,C2800,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.114,91.97667825396826,10.485341320952381
24767,C2800,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.114,24.8806,2.8363884
24768,C2800,I2543,SERVENTE,H,0.6,17.14,10.283999999999999
24769,C2800,I0534,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",KG,2.5753,7.06,18.181618
24770,C2800,I2370,"LINHA EM MADEIRA DE LEI DE 5""x2.1/2""",M,0.15,18.13,2.7195
24771,C2801,C2801,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 4.00M, M2,,,
24772,C2801,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.15,91.97667825396826,13.796501738095237
24773,C2801,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.15,24.8806,3.73209
24774,C2801,I2543,SERVENTE,H,0.65,17.14,11.141
24775,C2801,I0534,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",KG,3.3111,7.06,23.376366
24776,C2801,I2370,"LINHA EM MADEIRA DE LEI DE 5""x2.1/2""",M,0.18,18.13,3.2634
24777,C2802,C2802,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 6.00M, M2,,,
24778,C2802,I0727,COMPRESSOR DE AR 170 PCM (CHP),H,0.23,91.97667825396826,21.1546359984127
24779,C2802,I0769,ROMPEDOR PNEUMÁTICO (CHP),H,0.23,24.8806,5.722538
24780,C2802,I2543,SERVENTE,H,1,17.14,17.14
24781,C2802,I0534,"CHAPA DE AÇO FINA 3/16"" (4,75MM - 38,00KG/M2)
",KG,4.7827,7.06,33.765862
24782,C2802,I2370,"LINHA EM MADEIRA DE LEI DE 5""x2.1/2""",M,0.25,18.13,4.5325
24783,C2803,C2803,ESCORAMENTO DE POSTES, UN,,,
24784,C2803,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,3,129.14623602666666,387.43870808
24785,C2803,I2391,PEDREIRO,H,3,23.17,69.51
24786,C2803,I2543,SERVENTE,H,3,17.14,51.42
24787,C2803,I2407,PRANCHA EM MADEIRA DE LEI,M3,0.02,1831.73,36.6346
24788,C2804,C2804,ESCORAMENTO DE ÁRVORES, UN,,,
24789,C2804,I2391,PEDREIRO,H,2,23.17,46.34
24790,C2804,I2543,SERVENTE,H,2,17.14,34.28
24791,C2804,I2407,PRANCHA EM MADEIRA DE LEI,M3,0.02,1831.73,36.6346
24792,C2805,C2805,ESCORAMENTO DESCONTÍNUO COM PRANCHAS DE MADEIRA, M2,,,
24793,C2805,I0498,CARPINTEIRO,H,0.44,23.17,10.1948
24794,C2805,I2543,SERVENTE,H,1,17.14,17.14
24795,C2805,I0198,"PONTALETE / BARROTE DE 3""x3"" - APARELHADO",M,0.08,17.33,1.3864
24796,C2805,I2370,"LINHA EM MADEIRA DE LEI DE 5""x2.1/2""",M,0.05,18.13,0.9065000000000001
24797,C2805,I2407,PRANCHA EM MADEIRA DE LEI,M3,0.0006,1831.73,1.099038
24798,C2805,I2410,"PREGO 18X27 (2.1/2"" x 10) (APROXIMADAMENTE 198UN/KG)",KG,0.1,13.8,1.3800000000000001
24799,C2806,C2806,"ESGOTAMENTO COM CONJUNTO MOTO-BOMBA DE 20m3/h, H=6m.c.a","BOMBA DE 20m3/h, H=6m.c.a ",,,
24800,C2806,I0686,BOMBA SUBMERSÍVEL ABS (CHP),H,1,1.4133684,1.4133684
24801,C2806,I2320,ENCANADOR,H,0.1,22.72,2.2720000000000002
24802,C2806,I2543,SERVENTE,H,0.1,17.14,1.7140000000000002
24803,C2819,C2819,EXECUÇÃO DE SONDAGEM ELÉTRICA VERTICAL AB/2 >500m, SEV ,,,
24804,C2819,I0855,CONSULTOR DE ENGENHARIA,H,0.166,172.41,28.620060000000002
24805,C2819,I2322,ENGENHEIRO,H,5.63,94.13,529.9519
24806,C2819,I2543,SERVENTE,H,16.9,17.14,289.666
24807,C2819,I0212,BATERIA ALCALINA 9V,UN,0.166,18.06,2.99796
24808,C2819,I0213,BATERIA PARA CARRO A GASOLINA TIPO 45A,UN,0.0055,269.33,1.481315
24809,C2819,I0495,CARGA DE BATERIA A GASOLINA TIPO GOL,UN,0.166,12.61,2.09326
24810,C2819,I2419,SAL GROSSO PARA ATERRAMENTO,KG,0.03,4.3,0.129
24811,C2819,I2428,SULFATO DE COBRE GRANULADO,KG,0.166,3.38,0.56108
24812,C2818,C2818,EXECUÇÃO DE SONDAGEM ELÉTRICA VERTICAL AB/2 >150m a 500m-SEV,SEV ,,,
24813,C2818,I0855,CONSULTOR DE ENGENHARIA,H,0.166,172.41,28.620060000000002
24814,C2818,I2322,ENGENHEIRO,H,4.33,94.13,407.5829
24815,C2818,I2543,SERVENTE,H,13,17.14,222.82
24816,C2818,I0212,BATERIA ALCALINA 9V,UN,0.166,18.06,2.99796
24817,C2818,I0213,BATERIA PARA CARRO A GASOLINA TIPO 45A,UN,0.0055,269.33,1.481315
24818,C2818,I0495,CARGA DE BATERIA A GASOLINA TIPO GOL,UN,0.166,12.61,2.09326
24819,C2818,I2419,SAL GROSSO PARA ATERRAMENTO,KG,0.166,4.3,0.7138
24820,C2818,I2428,SULFATO DE COBRE GRANULADO,KG,0.166,3.38,0.56108
