Código,Descrição,Unidade,Preço unitário
C3108,REVESTIMENTO VEGETAL DE TALUDES,M2,2.74
C1803,"MURETA C/TIJOLO MACIÇO, REBOCADA, INCL. FUNDAÇÕES",M2,356.78
C1804,"MURO DIVISÓRIO C/BLOCOS DE CONCRETO 14x19x39 CM, H=1.80M, SOBRE SAPATA CORRIDA DE CONCRETO FCK = 13,5 MPa E PILARES DE CONCRETO",M,257.27
C1805,"MURO DIVISÓRIO C/ BLOCOS DE CONCRETO 14x19x39 CM, H=1,80 M, SOBRE SAPATA CORRIDA, C/ PILARETES E CINTA DE AMARRAÇÃO DE CONCRETO C/ PINGADEIRAS",M,346.08
C2887,"MURO EM ALVENARIA C/FUNDAÇÃO, REBOCO 2 FACES, ALTURA ÚTIL 1.80M",M,410.11
C1806,MURO C/MOURÕES E PLACAS PRÉ-FABRICADAS DE CONCRETO H=2.00M,M,238.87
C1807,"MURO CONTORNO DE ALVENARIA E CONCRETO (PILAR+CINTA) REBOCADO, COM PINTURA",M2,295.48
C4912,"MURO CONTORNO DE ALVENARIA E CONCRETO (PILAR+CINTA), REBOCADO, SEM PINTURA",M2,271.27
C4600,"MURO DE ALVENARIA COM FUNDAÇÃO, REBOCO 2 FACES, ALT. ÚTIL 1,80m COM CERCA DE PROTEÇÃO EM ""V"" COM ARAME FARPADO",M,419.61
C4859,"MURO DE ALVENARIA COM FUNDAÇÃO, REBOCO 2 FACES, ALT. ÚTIL 2,50 m COM CERCA DE PROTEÇÃO TIPO CONCERTINA",M,581.63
C3736,ALAMBRADO C/ TELA DE ALUMÍNIO FIO ESP.=1.5 MM E MALHA DE (4X4)MM,M2,114.17
C0036,ALAMBRADO C/TELA DE ARAME GALVANIZADO.. ALTURA 2M,M,131.26
C3436,ALAMBRADO C/TELA DE NYLON FIO ESP.=3MM E MALHA DE (5 X 5)CM,M2,68.89
C3680,"ALAMBRADO C/ TELA DE PVC FIO 10 MALHA DE 2""X2""",M2,98.62
C0037,ALAMBRADO C/TELA GALVANIZADA SOLDADA ALTURA 2M,M,94.04
C0035,"ALAMBRADO C/ TUBO DE AÇO GALVANIZADO 2"", INCLUSIVE PINTURA",M2,292.97
C0038,"ALAMBRADO C/TUBO DE AÇO GALVANIZADO 4"", INCLUSIVE PINTURA",M2,554.18
C0039,ALAMBRADO P/QUADRA ESPORTIVA ALTURA 1M,M,244.68
C0040,ALAMBRADO P/QUADRA ESPORTIVA ALTURA 4M,M,448.15
C0733,"CERCA DE ARAME FARPADO 7 FIOS,MURETA C/ ALTURA DE 0,70M - FUNDAÇÃO E REBOCO NAS 2 FACES",M,284.35
C0742,"CERCA DE ARAME FARPADO -  ESTACA PONTA VIRADA, C/11 FIOS",M,94.05
C0735,"CERCA C/ ESTACAS DE CONCRETO ARMADO (2,20 X 0,10 X 0,10M)E MOURÃO DE CONCRETO ARMADO (2,20 X 0,15 X 0,15M) - 4 FIOS DE ARAME FARPADO",M,38.95
C0743,"CERCA C/ ESTACAS DE CONCRETO ARMADO (2,20 X 0,10 X 0,10M) E MOURÃO DE CONCRETO ARMADO (2,20 X 0,15 X 0,15M) - 6 FIOS DE ARAME FARPADO",M,49.48
C0736,"CERCA C/ ESTACAS DE CONCRETO ARMADO (2,20 X 0,10 X 0,10M) E MOURÃO DE CONCRETO ARMADO (2,20 X 0,15 X 0,15M) - 8 FIOS DE ARAME FARPADO",M,60.02
C0740,CERCA DE MADEIRA C/ ARAME GALVANIZADO,M2,104.09
C0741,CERCA DE MADEIRA C/ TRAVESSAS DE MADEIRA,M2,184.05
C4858,"CERCA DE PROTEÇÃO EM ""V"" COM ARAME FARPADO",M,27.81
C4731,"CERCA COM ESTACAS DE MADEIRA ROLIÇA, D=10CM (DE 7 ATÉ 11CM), DISTANTES A 1,50M E MOURÕES ROLIÇOS, D=12CM (DE 10 ATÉ 15CM), DISTANTES A 50,00M - 4 FIOS DE ARAME FARPADO",M,18.84
C4732,"CERCA COM ESTACAS DE MADEIRA ROLIÇA, D=10CM (DE 7 ATÉ 11CM), DISTANTES A 1,50M E MOURÕES ROLIÇOS, D=12CM (DE 10 ATÉ 15CM), DISTANTES A 50,00M - 6 FIOS DE ARAME FARPADO",M,22.41
C4733,"CERCA COM ESTACAS DE MADEIRA ROLIÇA, D=10CM (DE 7 ATÉ 11CM), DISTANTES A 1,50M E MOURÕES ROLIÇOS, D=12CM (DE 10 ATÉ 15CM), DISTANTES A 50,00M - 8 FIOS DE ARAME FARPADO",M,27.7
C4725,"CERCA/GRADIL NYLOFOR H=2,43M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA), REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,356.82
C4726,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,295.96
C4727,"CERCA/GRADIL NYLOFOR H=1,53M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,236.54
C4852,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 5,00MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,169.64
C4728,"CERCA/GRADIL NYLOFOR H=2,43M, MALHA 5 X 20CM - FIO 4,30MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,315.81
C4729,"CERCA/GRADIL NYLOFOR H=2,03M, MALHA 5 X 20CM - FIO 4,30MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,254.07
C4730,"CERCA/GRADIL NYLOFOR H=1,53M, MALHA 5 X 20CM - FIO 4,30MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,209.64
C4851,"CERCA/GRADIL NYLOFOR H=1,03M, MALHA 5 X 20CM - FIO 4,30MM, COM FIXADORES DE POLIAMIDA EM POSTE 40 x 60 MM CHUMBADOS EM BASE DE CONCRETO (EXCLUSIVE ESTA) , REVESTIDOS EM POLIESTER POR PROCESSO DE PINTURA ELETROSTÁTICA (GRADIL E POSTE), NAS CORES VERDE OU BRANCA - FORNECIMENTO E INSTALAÇÃO",M,150.73
C4734,RECOMPOSIÇÃO PARCIAL DE CERCA - SUBSTITUIÇÃO ESTACA DE MADEIRA ROLIÇA D=10CM (DE 7 ATÉ 11CM),UN,16.44
C4735,RECOMPOSIÇÃO PARCIAL DE CERCA - SUBSTITUIÇÃO MOURÃO DE MADEIRA ROLIÇA D=12CM (DE 10 ATÉ 15CM),UN,17.14
C4736,"REMOÇÃO E RECOLOCAÇÃO DE CERCA DE MADEIRA - ESTACA D=10CM ( DE 7 ATÉ 11CM), E MOURÃO D=12CM(DE 10 ATÉ 15CM) - 4 FIOS DE ARAME",M,16.28
C1251,"ESCADA DE MARINHEIRO,C/TUBO GALVANIZADO 3/4"",H=VAR",M,316.85
C2775,"ESCADA DE MARINHEIRO, DEGRAUS FERRO REDONDO 3/4""",M,170.73
C2774,"ESCADA DE MARINHEIRO, DEGRAUS FERRO REDONDO 1/2""",M,94.03
C2773,"ESCADA DE MARINHEIRO, DEGRAUS FERRO REDONDO 1""",M,227.64
C2768,ESCADA DE MARINHEIRO EM FERRO CHATO C/PROTEÇÃO,M,758.05
C2769,ESCADA DE MARINHEIRO EM FERRO CHATO S/PROTEÇÃO,M,342.52
C2776,"ESCADA DE MARINHEIRO EM FERRO REDONDO 1""",M,231.24
C4748,"ESCADA DE MARINHEIRO EM FIBRA DE VIDRO PULTRUDADA, PERFIL QUADRADO, PINTURA PROTETORA CONTRA RAIOS UV, COM GUARDA CORPO",M,1760.77
C4749,"ESCADA DE MARINHEIRO EM FIBRA DE VIDRO PULTRUDADA, PERFIL QUADRADO, PINTURA PROTETORA CONTRA RAIOS UV, SEM GUARDA CORPO",M,1353.57
C2770,ESCADA DE MARINHEIRO TIPO PISCINA EM FERRO CHATO,M,409.78
C2772,"ESCADA DE MARINHEIRO TIPO PISCINA, FERRO REDONDO 1""",M,233.69
C2771,"ESCADA DE MARINHEIRO TIPO PISCINA, TUBO GALVANIZADO 1"" ",M,247.64
C1252,"ESCADA HELICOIDAL,PRÉ-MOLDADA CONCRETO,D=1,0M",M,755.51
C4383,"ESCADA PRÉ-MOLDADA EM CONCRETO Ø = 1,80m - h = 3,50m - FORNECIMENTO / MONTAGEM",UN,3156.92
C2814,"ESTRADO DE MADEIRA COM BARROTE 3x3""",M2,84.31
C4386,ESTRUTURA PRÉ-FABRICADA EM AÇO GALVANIZADO PARA ESCADA - FORNECIMENTO E MONTAGEM,KG,31.34
C3505,"GUARDA CORPO C/ CORRIMÃO EM TUBO DE AÇO GALVANIZADO 3/4""",M,124.07
C3506,"GUARDA CORPO C/ CORRIMÃO EM TUBO DE AÇO GALVANIZADO 2""",M,321.52
C4755,"GUARDA CORPO C/ CORRIMÃO EM TUBO SUPERIOR DE AÇO GALVANIZADO 3"" 80MM                                 
",M,534.03
C4747,"GUARDA CORPO EM FIBRA DE VIDRO C/ PERFIS PULTRUDADOS PINTADOS EM ESMALTE PU ACRÍLICO E SISTEMA DE ANCORAGEM EM AÇO INOXIDÁVEL AISI304 - H=1,10M",M,523.63
C4829,"GUARDA CORPO TIPO GRADIL EM TUBO DE AÇO GALVANIZADO, H = 1,10m, COM BARRAS VERTICAIS A CADA 0,11m DE 1"" (25,4mm) E BARRA VERTICAL A CADA M DE 11/2"" (38mm), UM TUBO HORIZONTAL SUPERIOR DE 3"" (80mm) E UM TUBO HORIZONTAL INFERIOR DE 11/2"" (38mm)",M,686.05
C2972,"TAMPA CHAPA 1/4"" ANTI-DERRAPANTE 50x70cm,C/ CANTONEIRA ARTICULADA",UN,396.05
C2970,"TAMPA CHAPA 1/4"" ANTI-DERRAPANTE 70x70CM,C/ CANTONEIRA ARTICULADA",UN,478.46
C2969,"TAMPA CHAPA 1/4"" ANTI-DERRAPANTE 70x130CM, C/CANTONEIRA ARTICULADA",UN,750.71
C2971,"TAMPA CHAPA 1/4""ANTI DERRAPANTE 80x150CM,C/ CANTONEIRA ARTICULADA",UN,907.17
C2974,"TAMPA DE INSPEÇÃO CORREDIÇA EM CHAPA DE AÇO  GALVANIZADA E=1/16"", 125 X 70CM -  PADRÃO CAGECE",UN,438.52
C2973,"TAMPA DE INSPEÇÃO EM CHAPA DE AÇO GALVANIZADO E=3/16"" P/ RESERVATÓRIO, PADRÃO CAGECE",UN,649.2
C2975,"TAMPA DE INSPEÇÃO REMOVÍVEL EM CHAPA DE AÇO GALVANIZADO E=1/16"", 70 X 70CM - PADRÃO  CAGECE",UN,167.13
C2976,"TAMPA DE INSPEÇÃO REMOVÍVEL EM CHAPA DE AÇO GALVANIZADO E=1/16"", 90 X 70CM PADRÃO CAGECE",UN,223.4
C4751,"TAMPA EM FIBRA DE VIDRO, PERFIS PULTRUDADOS (""I"" DE 18MM X 25MM) E COBERTURA SUPERFICIAL DE CHAPA PLANA ESP. 3MM, C/ ANTI-DERRAPANTE",M2,943.2
C4750,"TAMPA EM FIBRA DE VIDRO, PERFIS PULTRUDADOS (""I"" DE 18MM X 25MM) E COBERTURA SUPERFICIAL DE CHAPA PLANA ESP. 4MM, C/ ANTI-DERRAPANTE",M2,998.02
C1275,"ESFERA PRÉ-MOLDADA DE CONCRETO, DIAMETRO 25 CM",UN,37.04
C1276,"ESFERA PRÉ-MOLDADA DE CONCRETO, DIAMETRO 40 CM",UN,52.95
C4860,FORNECIMENTO E COLOCAÇÃO DE CONCERTINAS EM ESPIRAL D=450mm,M,24.65
C1423,GARRA METÁLICA (PEGA LADRÃO) P/ MUROS,M,34.91
C1830,OURIÇO P/ ALAMBRADO DE PRESÍDIO,M,90.77
C1829,OURIÇO P/ MURALHA DE PRESÍDIO,M,85.03
C1945,PONTA DE LANÇA METÁLICA EM EXTREMIDADES,M,80.25
C3866,APARELHO DE JANELA CAP. 7.500 BTU (FORNECIMENTO E MONTAGEM),UN,1148
C3867,APARELHO DE JANELA CAP. 10.000 BTU (FORNECIMENTO E MONTAGEM),UN,1374.14
C3868,APARELHO DE JANELA CAP. 12.000 BTU (FORNECIMENTO E MONTAGEM),UN,1599
C3870,APARELHO DE JANELA CAP. 18.000 BTU (FORNECIMENTO E MONTAGEM),UN,2478.11
C3871,APARELHO DE JANELA CAP. 21.000 BTU (FORNECIMENTO E MONTAGEM),UN,2855.69
C3872,APARELHO DE JANELA CAP. 30.000 BTU (FORNECIMENTO E MONTAGEM),UN,3636.75
C4121,"DIFUSOR LINEAR DE INSUFLAMENTO, EM ALUMÍNIO, COM REGISTROS ETC.",M,220.73
C3873,"GRELHA DE INSUFLAMENTO/RETORNO, EM ALUMÍNIO ATÉ 0,25 M2 (FORNECIMENTO E MONTAGEM)",UN,137.45
C3874,"GRELHA DE INSUFLAMENTO/RETORNO, EM ALUMÍNIO DE 0,26 M2 À 0,49 M2 (FORNECIMENTO E MONTAGEM)",UN,204.15
C3875,"GRELHA DE INSUFLAMENTO/RETORNO, EM ALUMÍNIO DE 0,50 M2 À 0,64 M2 (FORNECIMENTO E MONTAGEM)",UN,242.55
C3876,"GRELHA DE INSUFLAMENTO/RETORNO, EM ALUMÍNIO DE 0,65 M2 À 0,81M2 (FORNECIMENTO E MONTAGEM)",UN,302.56
C3877,"GRELHA DE INSUFLAMENTO/RETORNO, EM ALUMÍNIO DE 0,82 M2 À 1,00 M2 (FORNECIMENTO E MONTAGEM)",UN,366.88
C4123,"REDE DE INSUFLAMENTO/RETORNO C/ DUTOS EM CHAPA GALVANIZADA, DEFLETORES, CHAVEAMENTOS, FIXAÇÕES, ISOLAMENTO TÉRMICO EM CHAPAS DE ISOPOR AUTO-EXTINGUÍVEL, DUTOS FLEXÍVEIS DE LIGAÇÃO ETC.",KG,12.03
C4119,"REDE DE INSUFLAMENTO/RETORNO, C/ DUTOS EM CHAPA GALVANIZADA, DEFLETORES, CHAVEAMENTOS, FIXAÇÕES, ISOLAMENTO TÉRMICO EM MANTAS DE LÃ DE ROCHA OU VIDRO, DUTOS FLEXÍVEIS DE LIGAÇÃO ETC.",KG,15.53
C3734,"REMANEJAMENTO DE CONDENSADORES DE MINICENTRAIS DE AR CONDICIONADO, INCLUSIVE PONTO DE FORÇA E RECARGA DE GAS",UN,1081.52
C3878,"REMANEJAMENTO DE GRELHA DE INSUFLAMENTO/RETORNO, ATÉ 0,25 M2",UN,28.21
C3879,"REMANEJAMENTO DE GRELHA DE INSUFLAMENTO/RETORNO, DE 0,26 M2 À 0,49 M2",UN,57.24
C3880,"REMANEJAMENTO DE GRELHA DE INSUFLAMENTO/RETORNO, DE 0,50 M2 À 0,64 M2",UN,70.55
C3881,"REMANEJAMENTO DE GRELHA DE INSUFLAMENTO/RETORNO, DE 0,65 M2 À 0,81 M2",UN,89.33
C3882,"REMANEJAMENTO DE GRELHA DE INSUFLAMENTO/RETORNO, DE 0,82 M2 À 1,00 M2",UN,109.72
C2269,SERVIÇO DE HIGIENIZAÇÃO E TRATAMENTO DE SISTEMA DE AR-CONDICIONADO,M,68.45
C3860,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 1,00 TR (FORNECIMENTO E MONTAGEM)",UN,2743.75
C3861,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 1,50 TR (FORNECIMENTO E MONTAGEM)",UN,3607.66
C3862,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 2,00 TR (FORNECIMENTO E MONTAGEM)",UN,4010.56
C3863,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 2,50 TR (FORNECIMENTO E MONTAGEM)",UN,5729.74
C3864,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 3,00 TR (FORNECIMENTO E MONTAGEM)",UN,6118.88
C3865,"SPLIT SYSTEM COMPLETO C/ CONTROLE REMOTO - CAP. 4,00 TR (FORNECIMENTO E MONTAGEM)",UN,7331.63
C4776,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1/4"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,40.81
C4777,"REDE FRIGORÍGENA C/ TUBO DE COBRE 3/8"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA ",M,41.69
C4778,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1/2"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,52.29
C4779,"REDE FRIGORÍGENA C/ TUBO DE COBRE 5/8"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,61.05
C4780,"REDE FRIGORÍGENA C/ TUBO DE COBRE 3/4"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,70.74
C4781,"REDE FRIGORÍGENA C/ TUBO DE COBRE 7/8"" FLEXÍVEL, ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,85.53
C4784,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,104.5
C4785,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1 1/8"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,106.44
C4786,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1 1/4"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,147.04
C4787,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1 3/8"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,148.58
C4788,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1 1/2"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,173.35
C4789,"REDE FRIGORÍGENA C/ TUBO DE COBRE 1 5/8"", ISOLADO COM BORRACHA ELASTOMÉRICA, SUSTENTAÇÃO, SOLDA E LIMPEZA",M,176.12
C5056,"ASSENTAMENTO COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, INTERLIGAÇÃO EM REDE NÃO GASEIFICADA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD DE ATÉ 15 METROS DE COMPRIMENTO",UN,1618.35
C5055,"ASSENTAMENTO COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD DE ATÉ 15 METROS DE COMPRIMENTO",UN ,2521.46
C5054,"ASSENTAMENTO COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, INTERLIGAÇÃO EM REDE NÃO GASEIFICADA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD E MND COM PERFURATRIZ PNEUMÁTICA TIPO MOLE DE ATÉ 20 METROS DE COMPRIMENTO",UN,1715.13
C5053,"ASSENTAMENTO COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD E MND COM PERFURATRIZ PNEUMÁTICA TIPO MOLE DE ATÉ 20 METROS DE COMPRIMENTO",UN,2835.16
C5058,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD",M,144.61
C5057,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, TESTE PNEUMÁTICO COM LAUDO E COMISSIONAMENTO, INERTIZAÇÃO, INTERLIGAÇÃO EM REDE GASEIFICADA COM REALIZAÇÃO DE FURO EM CARGA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD E MND COM PERFURATRIZ PNEUMÁTICA TIPO MOLE",M,136.15
C5060,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, INTERLIGAÇÃO EM REDE NÃO GASEIFICADA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD",M,95.34
C5059,"ASSENTAMENTO COMPLEMENTAR COM DEMOLIÇÕES, ESCAVAÇÃO, LIMPEZA, SOLDAGEM DE CONEXÕES E VÁLVULAS COM ACESSÓRIOS, INTERLIGAÇÃO EM REDE NÃO GASEIFICADA, REATERRO, INSTALAÇÃO DE TACHA DE SINALIZAÇÃO, RECOMPOSIÇÕES COM EXCEÇÃO DE ASFALTO E/OU CERÂMICA EM RAMAL DE LIGAÇÃO DE POLIETILENO DE ALTA DENSIDADE (PEAD), JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO DE 20MM ATÉ 63MM UTILIZANDO MD E MND COM PERFURATRIZ PNEUMÁTICA TIPO MOLE",M,81.61
C5061,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIAMETRO 32 MM",M,12.17
C5062,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIAMETRO 63 MM",M,12.98
C5063,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIÂMETRO 90 MM 
",M,13.84
C5064,"ASSENTAMENTO EM VALA DE REDE DE GASODUTO DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM CONEXÕES, VÁLVULAS E ACESSÓRIOS COM JUNTA SOLDADA POR ELETROFUSÃO, DIAMETRO 110 MM",M,18.05
C5065,FURO DIRECIONAL E PUXE PARA DUTO EM PEAD DN 20MM ATÉ 63MM - MÉTODO NÃO DESTRUTIVO (MND),M,70.09
C5068,FURO DIRECIONAL E PUXE PARA DUTO EM PEAD DN 90 MM - MÉTODO NÃO DESTRUTIVO (MND),M,99.17
C5070,FURO DIRECIONAL E PUXE PARA DUTO EM PEAD DN 110 MM - MÉTODO NÃO DESTRUTIVO (MND),M,112.56
